,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.405,0.456,0.311,0.176,0.427,0.273,0.135,0.358,0.18,0.062,0.22,0.059,0.006,0.071,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.406,0.223,0.128,0.078,0.181,0.108,0.059,0.141,0.076,0.028,0.09,0.032,0.006,0.039,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.407,0.093,0.022,0.004,0.059,0.013,0.002,0.034,0.009,0.0,0.017,0.007,0.0,0.017,0.008,0.001,0.018,0.005,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.408,0.127,0.05,0.019,0.095,0.032,0.011,0.062,0.022,0.004,0.042,0.007,0.001,0.014,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.409,0.185,0.089,0.037,0.121,0.049,0.015,0.069,0.02,0.006,0.031,0.009,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.410,0.078,0.021,0.006,0.045,0.007,0.003,0.012,0.004,0.001,0.005,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.411,0.242,0.138,0.065,0.177,0.075,0.031,0.09,0.029,0.005,0.025,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.412,0.21,0.115,0.051,0.171,0.081,0.037,0.123,0.059,0.021,0.072,0.022,0.002,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.413,0.031,0.007,0.003,0.019,0.003,0.0,0.005,0.002,0.0,0.003,0.002,0.0,0.002,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.414,0.047,0.015,0.003,0.028,0.005,0.001,0.008,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.415,0.144,0.076,0.03,0.106,0.053,0.013,0.073,0.022,0.003,0.033,0.005,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.416,0.143,0.067,0.026,0.079,0.028,0.011,0.037,0.003,0.0,0.006,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.417,0.099,0.043,0.005,0.068,0.019,0.002,0.036,0.006,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.418,0.145,0.064,0.023,0.102,0.047,0.009,0.059,0.019,0.004,0.026,0.005,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.419,0.223,0.125,0.063,0.18,0.084,0.034,0.113,0.04,0.008,0.045,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.420,0.367,0.233,0.109,0.279,0.152,0.068,0.178,0.077,0.023,0.08,0.02,0.005,0.015,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.421,0.253,0.15,0.079,0.237,0.149,0.056,0.206,0.109,0.035,0.146,0.044,0.008,0.047,0.006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.422,0.149,0.074,0.028,0.111,0.043,0.018,0.072,0.024,0.004,0.039,0.004,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.423,0.036,0.011,0.003,0.018,0.003,0.002,0.008,0.002,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.424,0.156,0.066,0.019,0.107,0.032,0.012,0.054,0.016,0.002,0.019,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.425,0.236,0.093,0.014,0.22,0.078,0.01,0.196,0.067,0.008,0.18,0.059,0.007,0.172,0.044,0.005,0.117,0.018,0.001,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.426,0.276,0.149,0.056,0.213,0.092,0.023,0.125,0.047,0.009,0.061,0.014,0.001,0.021,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.427,0.161,0.074,0.019,0.117,0.048,0.01,0.069,0.02,0.005,0.036,0.006,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.428,0.359,0.234,0.131,0.317,0.181,0.092,0.244,0.118,0.057,0.148,0.059,0.013,0.06,0.007,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.429,0.319,0.131,0.033,0.226,0.072,0.016,0.127,0.029,0.006,0.049,0.01,0.002,0.017,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.430,0.432,0.254,0.098,0.444,0.258,0.095,0.459,0.27,0.086,0.481,0.252,0.073,0.449,0.178,0.035,0.298,0.062,0.003,0.075,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.431,0.122,0.037,0.014,0.079,0.021,0.003,0.041,0.007,0.0,0.012,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.432,0.276,0.155,0.061,0.269,0.16,0.057,0.279,0.152,0.054,0.278,0.148,0.047,0.263,0.111,0.022,0.186,0.036,0.002,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.433,0.104,0.033,0.012,0.049,0.017,0.004,0.028,0.006,0.001,0.007,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.434,0.107,0.055,0.022,0.089,0.046,0.02,0.085,0.035,0.016,0.057,0.019,0.003,0.022,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.435,0.508,0.39,0.258,0.457,0.308,0.2,0.363,0.23,0.102,0.251,0.081,0.022,0.078,0.012,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.436,0.491,0.332,0.175,0.421,0.245,0.125,0.313,0.13,0.047,0.148,0.032,0.003,0.024,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.437,0.288,0.169,0.091,0.214,0.11,0.047,0.124,0.042,0.01,0.043,0.005,0.0,0.003,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.438,0.169,0.074,0.021,0.111,0.046,0.006,0.07,0.012,0.001,0.037,0.003,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.439,0.479,0.31,0.163,0.437,0.262,0.122,0.371,0.176,0.059,0.229,0.051,0.006,0.044,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.440,0.406,0.214,0.11,0.3,0.134,0.057,0.176,0.063,0.016,0.069,0.012,0.003,0.011,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.441,0.199,0.079,0.027,0.129,0.043,0.008,0.062,0.011,0.001,0.018,0.004,0.0,0.008,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.442,0.11,0.052,0.01,0.073,0.018,0.003,0.03,0.008,0.001,0.012,0.005,0.0,0.009,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.443,0.342,0.202,0.108,0.321,0.18,0.092,0.278,0.162,0.067,0.217,0.102,0.024,0.119,0.022,0.004,0.022,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.444,0.408,0.265,0.144,0.327,0.19,0.088,0.233,0.102,0.03,0.124,0.03,0.004,0.042,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.445,0.521,0.371,0.203,0.459,0.294,0.148,0.353,0.177,0.066,0.199,0.055,0.013,0.059,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.446,0.049,0.022,0.005,0.041,0.012,0.002,0.022,0.005,0.0,0.007,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.447,0.611,0.423,0.246,0.536,0.307,0.137,0.355,0.157,0.041,0.184,0.05,0.003,0.059,0.004,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.448,0.176,0.056,0.014,0.134,0.038,0.008,0.106,0.025,0.004,0.093,0.022,0.003,0.068,0.015,0.001,0.032,0.002,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.449,0.079,0.024,0.003,0.05,0.009,0.0,0.026,0.005,0.001,0.014,0.003,0.001,0.011,0.002,0.001,0.012,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.450,0.686,0.447,0.257,0.548,0.319,0.167,0.378,0.173,0.065,0.189,0.048,0.012,0.045,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.451,0.043,0.011,0.003,0.022,0.007,0.001,0.01,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.452,0.104,0.032,0.006,0.063,0.008,0.0,0.02,0.001,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.453,0.376,0.215,0.082,0.363,0.201,0.068,0.357,0.176,0.048,0.33,0.151,0.026,0.283,0.105,0.012,0.197,0.029,0.002,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.454,0.085,0.026,0.008,0.054,0.008,0.002,0.029,0.005,0.0,0.007,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.455,0.074,0.021,0.009,0.036,0.011,0.003,0.015,0.004,0.001,0.005,0.002,0.0,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.456,0.151,0.054,0.02,0.105,0.032,0.01,0.053,0.014,0.003,0.018,0.006,0.0,0.007,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.457,0.255,0.153,0.08,0.223,0.123,0.054,0.174,0.066,0.024,0.09,0.014,0.001,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.458,0.092,0.027,0.011,0.048,0.015,0.004,0.025,0.006,0.001,0.007,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.459,0.254,0.129,0.049,0.192,0.08,0.03,0.12,0.043,0.015,0.068,0.026,0.003,0.04,0.009,0.001,0.013,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.460,0.093,0.027,0.004,0.043,0.013,0.0,0.023,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.461,0.335,0.21,0.106,0.312,0.185,0.085,0.275,0.143,0.056,0.224,0.096,0.026,0.127,0.027,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.462,0.171,0.086,0.029,0.098,0.031,0.008,0.034,0.003,0.001,0.004,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.463,0.092,0.028,0.007,0.06,0.012,0.003,0.036,0.004,0.0,0.011,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.464,0.252,0.102,0.038,0.164,0.052,0.01,0.071,0.013,0.001,0.02,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.465,0.134,0.052,0.025,0.084,0.03,0.009,0.045,0.011,0.003,0.02,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.466,0.415,0.251,0.13,0.357,0.199,0.09,0.284,0.135,0.05,0.182,0.055,0.006,0.064,0.005,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.467,0.092,0.039,0.011,0.062,0.018,0.007,0.037,0.009,0.002,0.012,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.468,0.183,0.095,0.046,0.135,0.061,0.027,0.084,0.029,0.012,0.042,0.01,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.469,0.083,0.017,0.002,0.046,0.006,0.002,0.026,0.002,0.0,0.008,0.001,0.0,0.004,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.470,0.295,0.189,0.099,0.25,0.154,0.069,0.202,0.101,0.035,0.133,0.038,0.003,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.471,0.163,0.076,0.036,0.115,0.048,0.015,0.064,0.018,0.005,0.026,0.006,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.472,0.124,0.049,0.017,0.077,0.029,0.004,0.038,0.008,0.0,0.011,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.473,0.099,0.027,0.009,0.053,0.01,0.003,0.017,0.003,0.0,0.006,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.474,0.091,0.044,0.014,0.063,0.024,0.004,0.033,0.007,0.0,0.013,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.475,0.134,0.058,0.018,0.105,0.037,0.009,0.053,0.012,0.001,0.016,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.476,0.49,0.365,0.256,0.438,0.306,0.188,0.35,0.216,0.094,0.24,0.075,0.011,0.069,0.005,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.477,0.205,0.101,0.044,0.138,0.054,0.024,0.072,0.017,0.005,0.018,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.478,0.116,0.05,0.016,0.068,0.024,0.005,0.029,0.006,0.0,0.005,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.479,0.189,0.094,0.044,0.145,0.065,0.029,0.101,0.044,0.017,0.069,0.021,0.005,0.032,0.003,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.480,0.067,0.021,0.011,0.035,0.014,0.001,0.017,0.006,0.0,0.009,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.481,0.119,0.04,0.014,0.085,0.025,0.007,0.057,0.01,0.002,0.026,0.005,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.482,0.197,0.088,0.028,0.149,0.058,0.019,0.096,0.029,0.008,0.045,0.007,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.483,0.158,0.064,0.018,0.085,0.017,0.003,0.027,0.003,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.484,0.304,0.16,0.073,0.218,0.092,0.031,0.112,0.026,0.0,0.029,0.001,0.0,0.002,0.001,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.485,0.362,0.19,0.071,0.24,0.09,0.024,0.115,0.012,0.003,0.014,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.486,0.435,0.279,0.114,0.39,0.216,0.065,0.316,0.131,0.027,0.194,0.051,0.007,0.08,0.008,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.487,0.381,0.218,0.084,0.289,0.136,0.047,0.182,0.067,0.015,0.101,0.029,0.009,0.051,0.013,0.003,0.024,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.488,0.228,0.131,0.051,0.19,0.105,0.025,0.138,0.065,0.013,0.098,0.026,0.007,0.059,0.014,0.003,0.027,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.489,0.11,0.044,0.008,0.064,0.019,0.002,0.031,0.003,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.490,0.271,0.132,0.047,0.206,0.086,0.026,0.119,0.035,0.012,0.051,0.014,0.002,0.022,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.491,0.083,0.019,0.005,0.043,0.006,0.001,0.015,0.001,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.492,0.239,0.132,0.066,0.194,0.086,0.035,0.111,0.038,0.007,0.037,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.493,0.092,0.03,0.005,0.053,0.011,0.0,0.02,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.494,0.233,0.134,0.054,0.204,0.116,0.033,0.175,0.073,0.02,0.12,0.036,0.004,0.059,0.009,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.495,0.356,0.187,0.071,0.276,0.122,0.036,0.184,0.06,0.013,0.107,0.025,0.007,0.063,0.014,0.004,0.035,0.007,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.496,0.115,0.032,0.006,0.072,0.016,0.003,0.028,0.006,0.002,0.013,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.497,0.122,0.042,0.016,0.064,0.017,0.006,0.025,0.006,0.001,0.006,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.498,0.349,0.162,0.049,0.239,0.086,0.02,0.142,0.037,0.007,0.071,0.017,0.002,0.042,0.009,0.001,0.019,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.499,0.83,0.722,0.527,0.816,0.66,0.435,0.753,0.54,0.281,0.597,0.328,0.119,0.367,0.125,0.03,0.157,0.021,0.001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.500,0.785,0.61,0.371,0.754,0.555,0.302,0.69,0.437,0.213,0.601,0.329,0.1,0.462,0.212,0.05,0.289,0.057,0.003,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.501,0.064,0.023,0.006,0.045,0.014,0.004,0.029,0.011,0.001,0.014,0.001,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.502,0.944,0.827,0.545,0.952,0.835,0.531,0.962,0.843,0.529,0.963,0.85,0.505,0.963,0.822,0.441,0.919,0.581,0.181,0.597,0.078,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.503,0.331,0.19,0.096,0.228,0.115,0.042,0.124,0.05,0.013,0.058,0.013,0.002,0.025,0.002,0.001,0.004,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.504,0.044,0.011,0.0,0.018,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.505,0.187,0.088,0.033,0.176,0.076,0.025,0.153,0.063,0.019,0.103,0.029,0.003,0.037,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.506,0.052,0.016,0.005,0.029,0.007,0.003,0.015,0.003,0.002,0.003,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.507,0.289,0.172,0.074,0.249,0.13,0.055,0.191,0.095,0.036,0.123,0.039,0.008,0.046,0.005,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
