,"{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.5}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.7}","{'alpha': np.float64(3.1622776601683795), 'l1_ratio': 0.9}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.5}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.7}","{'alpha': np.float64(4.641588833612778), 'l1_ratio': 0.9}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(6.812920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(10.0), 'l1_ratio': 0.5}","{'alpha': np.float64(10.0), 'l1_ratio': 0.7}","{'alpha': np.float64(10.0), 'l1_ratio': 0.9}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.5}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.7}","{'alpha': np.float64(14.67799267622069), 'l1_ratio': 0.9}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.5}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.7}","{'alpha': np.float64(21.544346900318832), 'l1_ratio': 0.9}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.5}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.7}","{'alpha': np.float64(31.622776601683793), 'l1_ratio': 0.9}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.5}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.7}","{'alpha': np.float64(46.41588833612777), 'l1_ratio': 0.9}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.5}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.7}","{'alpha': np.float64(68.12920690579611), 'l1_ratio': 0.9}","{'alpha': np.float64(100.0), 'l1_ratio': 0.5}","{'alpha': np.float64(100.0), 'l1_ratio': 0.7}","{'alpha': np.float64(100.0), 'l1_ratio': 0.9}"
artificial.96,0.356,0.2,0.11,0.239,0.113,0.046,0.118,0.036,0.012,0.037,0.006,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.97,0.134,0.051,0.016,0.065,0.017,0.002,0.018,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.98,0.131,0.049,0.01,0.126,0.043,0.004,0.112,0.027,0.001,0.097,0.016,0.001,0.089,0.016,0.001,0.066,0.006,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.99,0.428,0.243,0.076,0.392,0.205,0.055,0.352,0.143,0.032,0.278,0.095,0.018,0.188,0.036,0.002,0.081,0.003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.100,0.111,0.043,0.014,0.062,0.016,0.004,0.017,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.101,0.487,0.268,0.111,0.441,0.226,0.08,0.391,0.197,0.062,0.355,0.187,0.048,0.34,0.174,0.042,0.317,0.103,0.017,0.145,0.004,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.102,0.171,0.074,0.021,0.133,0.041,0.008,0.078,0.017,0.003,0.034,0.005,0.002,0.013,0.003,0.001,0.006,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.103,0.099,0.042,0.009,0.069,0.019,0.004,0.033,0.005,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.104,0.118,0.041,0.012,0.075,0.027,0.007,0.044,0.011,0.002,0.023,0.004,0.001,0.005,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.105,0.212,0.121,0.048,0.191,0.098,0.033,0.156,0.065,0.021,0.108,0.029,0.003,0.042,0.005,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.106,0.218,0.105,0.051,0.14,0.062,0.025,0.08,0.024,0.004,0.029,0.004,0.002,0.008,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.107,0.273,0.114,0.034,0.181,0.057,0.016,0.083,0.025,0.007,0.037,0.01,0.003,0.016,0.004,0.001,0.006,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.108,0.274,0.118,0.025,0.173,0.055,0.007,0.081,0.023,0.005,0.03,0.011,0.003,0.02,0.012,0.004,0.017,0.009,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.109,0.054,0.017,0.006,0.036,0.012,0.002,0.027,0.005,0.0,0.018,0.003,0.0,0.015,0.003,0.0,0.018,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.110,0.071,0.025,0.004,0.044,0.018,0.002,0.031,0.009,0.002,0.017,0.004,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.111,0.044,0.01,0.0,0.018,0.002,0.0,0.004,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.112,0.261,0.145,0.064,0.214,0.101,0.036,0.15,0.058,0.023,0.08,0.03,0.011,0.039,0.016,0.004,0.02,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.113,0.066,0.018,0.005,0.041,0.009,0.002,0.02,0.003,0.001,0.011,0.003,0.0,0.008,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.114,0.364,0.203,0.088,0.262,0.113,0.042,0.154,0.048,0.011,0.057,0.01,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.115,0.077,0.033,0.009,0.059,0.019,0.004,0.035,0.007,0.001,0.014,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.116,0.665,0.447,0.224,0.579,0.33,0.137,0.416,0.161,0.032,0.178,0.028,0.001,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.117,0.198,0.075,0.019,0.12,0.032,0.007,0.043,0.008,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.118,0.094,0.022,0.006,0.045,0.009,0.001,0.013,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.119,0.135,0.059,0.024,0.104,0.048,0.017,0.076,0.036,0.009,0.056,0.013,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.120,0.131,0.04,0.01,0.058,0.016,0.001,0.021,0.002,0.0,0.004,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.121,0.067,0.026,0.006,0.047,0.018,0.001,0.028,0.004,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.122,0.108,0.039,0.009,0.061,0.014,0.005,0.019,0.004,0.002,0.004,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.123,0.183,0.102,0.05,0.161,0.09,0.042,0.143,0.066,0.024,0.109,0.031,0.004,0.04,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.124,0.244,0.122,0.04,0.165,0.067,0.022,0.09,0.023,0.006,0.035,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.125,0.056,0.012,0.0,0.023,0.001,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.126,0.25,0.146,0.065,0.236,0.14,0.064,0.224,0.135,0.058,0.209,0.111,0.034,0.145,0.041,0.001,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.127,0.088,0.037,0.011,0.057,0.025,0.007,0.035,0.013,0.002,0.02,0.003,0.001,0.005,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.128,0.237,0.13,0.066,0.167,0.077,0.03,0.097,0.025,0.002,0.024,0.004,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.129,0.082,0.023,0.007,0.03,0.007,0.002,0.009,0.003,0.0,0.005,0.002,0.0,0.005,0.001,0.0,0.005,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.130,0.082,0.036,0.007,0.057,0.015,0.003,0.026,0.006,0.002,0.009,0.003,0.001,0.003,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.131,0.113,0.034,0.01,0.065,0.013,0.0,0.02,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.132,0.555,0.38,0.221,0.518,0.331,0.191,0.453,0.29,0.14,0.361,0.18,0.045,0.201,0.026,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.133,0.404,0.256,0.15,0.31,0.178,0.092,0.207,0.088,0.036,0.087,0.022,0.002,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.134,0.083,0.031,0.018,0.052,0.02,0.005,0.022,0.009,0.002,0.013,0.001,0.001,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.135,0.213,0.09,0.015,0.237,0.094,0.015,0.276,0.094,0.013,0.286,0.087,0.01,0.263,0.058,0.003,0.143,0.013,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.136,0.335,0.203,0.11,0.312,0.198,0.088,0.287,0.166,0.062,0.237,0.104,0.034,0.135,0.036,0.005,0.038,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.137,0.417,0.215,0.089,0.278,0.107,0.033,0.133,0.03,0.005,0.034,0.005,0.0,0.006,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.138,0.347,0.215,0.088,0.317,0.166,0.061,0.264,0.127,0.04,0.197,0.092,0.03,0.153,0.076,0.03,0.115,0.034,0.001,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.139,0.495,0.306,0.138,0.407,0.211,0.078,0.313,0.127,0.041,0.178,0.051,0.007,0.07,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.140,0.082,0.033,0.01,0.062,0.019,0.004,0.038,0.008,0.001,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.141,0.149,0.058,0.012,0.09,0.029,0.005,0.046,0.007,0.001,0.009,0.002,0.0,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.142,0.125,0.048,0.017,0.063,0.017,0.004,0.021,0.003,0.0,0.007,0.001,0.0,0.004,0.002,0.0,0.004,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.143,0.829,0.696,0.489,0.845,0.697,0.478,0.842,0.688,0.455,0.824,0.652,0.403,0.772,0.554,0.267,0.639,0.314,0.063,0.33,0.013,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.144,0.076,0.02,0.004,0.033,0.012,0.003,0.016,0.006,0.001,0.007,0.002,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.145,0.163,0.093,0.044,0.141,0.071,0.03,0.103,0.031,0.009,0.037,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.146,0.129,0.065,0.027,0.086,0.039,0.011,0.058,0.012,0.005,0.019,0.005,0.001,0.005,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.147,0.101,0.048,0.021,0.065,0.028,0.008,0.038,0.011,0.004,0.018,0.003,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.148,0.587,0.411,0.279,0.481,0.298,0.168,0.31,0.156,0.062,0.155,0.039,0.002,0.033,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.149,0.11,0.043,0.012,0.073,0.017,0.004,0.035,0.008,0.0,0.009,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.150,0.081,0.025,0.006,0.043,0.009,0.002,0.009,0.002,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.151,0.41,0.232,0.115,0.326,0.172,0.079,0.228,0.108,0.035,0.147,0.041,0.007,0.045,0.005,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.152,0.566,0.417,0.248,0.528,0.353,0.181,0.435,0.236,0.106,0.291,0.128,0.032,0.15,0.033,0.006,0.048,0.005,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.153,0.861,0.724,0.486,0.844,0.649,0.398,0.782,0.516,0.262,0.602,0.256,0.078,0.286,0.062,0.005,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.154,0.118,0.044,0.012,0.07,0.021,0.003,0.03,0.004,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.155,0.116,0.048,0.019,0.09,0.034,0.009,0.061,0.017,0.005,0.028,0.008,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.156,0.225,0.106,0.039,0.171,0.065,0.019,0.112,0.025,0.004,0.04,0.005,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.157,0.436,0.29,0.171,0.35,0.203,0.096,0.244,0.094,0.018,0.091,0.012,0.002,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.158,0.119,0.044,0.012,0.101,0.033,0.01,0.075,0.021,0.006,0.047,0.011,0.001,0.016,0.004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.159,0.243,0.106,0.034,0.203,0.078,0.02,0.162,0.058,0.012,0.13,0.032,0.008,0.095,0.022,0.003,0.061,0.013,0.001,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.160,0.531,0.382,0.196,0.569,0.409,0.2,0.614,0.451,0.217,0.67,0.5,0.247,0.701,0.515,0.239,0.662,0.333,0.108,0.382,0.049,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.161,0.098,0.033,0.008,0.057,0.009,0.001,0.019,0.001,0.0,0.004,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.162,0.229,0.119,0.03,0.18,0.075,0.016,0.108,0.018,0.004,0.025,0.003,0.001,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.163,0.635,0.444,0.275,0.581,0.389,0.217,0.488,0.265,0.079,0.292,0.046,0.004,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.164,0.089,0.037,0.007,0.066,0.027,0.003,0.047,0.012,0.0,0.022,0.001,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.165,0.097,0.039,0.014,0.067,0.019,0.008,0.034,0.008,0.001,0.013,0.001,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.166,0.084,0.031,0.008,0.052,0.012,0.001,0.027,0.002,0.0,0.003,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.167,0.104,0.031,0.007,0.06,0.011,0.003,0.021,0.002,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.168,0.276,0.151,0.071,0.217,0.103,0.044,0.143,0.058,0.021,0.088,0.03,0.004,0.041,0.004,0.001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.169,0.038,0.005,0.001,0.024,0.002,0.0,0.005,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.170,0.055,0.013,0.003,0.023,0.007,0.001,0.014,0.001,0.0,0.003,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.171,0.107,0.046,0.014,0.083,0.042,0.013,0.08,0.041,0.005,0.073,0.033,0.004,0.067,0.019,0.003,0.045,0.008,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.172,0.104,0.034,0.011,0.058,0.019,0.004,0.028,0.008,0.001,0.012,0.002,0.001,0.007,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.173,0.26,0.151,0.069,0.22,0.105,0.04,0.15,0.058,0.014,0.084,0.014,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.174,0.198,0.105,0.046,0.152,0.082,0.033,0.097,0.048,0.017,0.057,0.016,0.005,0.021,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.175,0.157,0.075,0.025,0.106,0.047,0.011,0.072,0.019,0.003,0.035,0.002,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.176,0.201,0.078,0.023,0.137,0.045,0.009,0.084,0.018,0.001,0.035,0.001,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.177,0.128,0.055,0.015,0.107,0.04,0.005,0.074,0.022,0.002,0.049,0.009,0.001,0.031,0.006,0.0,0.012,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.178,0.163,0.083,0.039,0.123,0.056,0.024,0.084,0.034,0.007,0.043,0.009,0.0,0.013,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.179,0.302,0.158,0.067,0.262,0.116,0.055,0.185,0.087,0.031,0.115,0.044,0.006,0.058,0.007,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.180,0.288,0.178,0.092,0.247,0.142,0.07,0.19,0.093,0.033,0.126,0.039,0.005,0.042,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.181,0.129,0.057,0.02,0.09,0.035,0.011,0.054,0.017,0.004,0.028,0.005,0.001,0.007,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.182,0.316,0.187,0.087,0.279,0.159,0.063,0.224,0.099,0.035,0.145,0.038,0.005,0.051,0.002,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.183,0.08,0.023,0.008,0.047,0.01,0.003,0.022,0.003,0.001,0.005,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.184,0.135,0.063,0.017,0.086,0.025,0.004,0.031,0.005,0.0,0.007,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.185,0.496,0.336,0.214,0.485,0.324,0.189,0.437,0.272,0.132,0.361,0.179,0.049,0.222,0.059,0.003,0.066,0.004,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.186,0.173,0.084,0.018,0.157,0.066,0.013,0.153,0.049,0.007,0.13,0.046,0.011,0.107,0.039,0.009,0.083,0.014,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.187,0.189,0.093,0.038,0.135,0.059,0.028,0.084,0.036,0.015,0.052,0.013,0.001,0.016,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.188,0.719,0.545,0.319,0.65,0.431,0.212,0.511,0.253,0.105,0.286,0.089,0.01,0.093,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.189,0.122,0.05,0.021,0.083,0.031,0.01,0.051,0.015,0.002,0.032,0.006,0.001,0.006,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.190,0.365,0.216,0.089,0.307,0.171,0.069,0.24,0.098,0.037,0.132,0.035,0.002,0.032,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.191,0.205,0.111,0.057,0.147,0.067,0.029,0.084,0.031,0.009,0.039,0.006,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.192,0.236,0.106,0.039,0.138,0.048,0.012,0.055,0.008,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.193,0.072,0.024,0.006,0.049,0.01,0.002,0.032,0.005,0.001,0.015,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.194,0.073,0.035,0.014,0.069,0.036,0.013,0.066,0.031,0.01,0.055,0.02,0.005,0.033,0.005,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.195,0.115,0.032,0.007,0.085,0.017,0.002,0.052,0.005,0.002,0.017,0.002,0.002,0.006,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.196,0.356,0.209,0.109,0.282,0.159,0.072,0.212,0.101,0.035,0.134,0.048,0.011,0.056,0.013,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.197,0.236,0.122,0.053,0.205,0.098,0.038,0.162,0.064,0.027,0.112,0.043,0.007,0.057,0.009,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.198,0.242,0.132,0.066,0.201,0.101,0.046,0.145,0.073,0.024,0.111,0.047,0.004,0.061,0.006,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
